accuracy,loss,val_accuracy,val_loss
0.4324324429035187,1.0717417001724243,0.3987341821193695,1.0403468608856201
0.5437201857566833,0.9123358726501465,0.746835470199585,0.7688183188438416
0.7408584952354431,0.6442978978157043,0.8860759735107422,0.5100370049476624
0.7996820211410522,0.5058473348617554,0.8670886158943176,0.4294534921646118
0.8235294222831726,0.4511069059371948,0.892405092716217,0.3819953203201294
0.8362480401992798,0.43000850081443787,0.892405092716217,0.36911872029304504
0.8346582055091858,0.3828549087047577,0.892405092716217,0.3477725386619568
0.8553259372711182,0.3631756901741028,0.8987341523170471,0.34239959716796875
0.8648648858070374,0.3511812686920166,0.905063271522522,0.33153262734413147
0.8553259372711182,0.34110063314437866,0.892405092716217,0.3307622969150543
0.8569157123565674,0.3270568251609802,0.892405092716217,0.31842339038848877
0.8585055470466614,0.3309045135974884,0.892405092716217,0.31679847836494446
0.8696343302726746,0.30899155139923096,0.8987341523170471,0.3095155656337738
0.8680444955825806,0.3295520842075348,0.9177215099334717,0.3067832887172699
0.8585055470466614,0.3305054306983948,0.8987341523170471,0.3028014898300171
0.8807631134986877,0.29993778467178345,0.9177215099334717,0.2866615653038025
0.8728139996528625,0.31140613555908203,0.8987341523170471,0.3009544909000397
0.8728139996528625,0.2958236038684845,0.8734177350997925,0.3154032230377197
0.8680444955825806,0.3164074122905731,0.9240506291389465,0.27504074573516846
0.8934817314147949,0.27802616357803345,0.9113923907279968,0.2592204511165619
0.8887122273445129,0.2784918248653412,0.9240506291389465,0.25870200991630554
0.8982511758804321,0.257180780172348,0.9240506291389465,0.24649827182292938
0.9046105146408081,0.24933668971061707,0.9113923907279968,0.23422874510288239
0.9157392978668213,0.23128221929073334,0.9240506291389465,0.23405689001083374
0.9189189076423645,0.232558012008667,0.9240506291389465,0.23046642541885376
0.8982511758804321,0.24682079255580902,0.9240506291389465,0.21193449199199677
0.9062002897262573,0.22618728876113892,0.9177215099334717,0.19441232085227966
0.9316375255584717,0.1918385922908783,0.9240506291389465,0.20569151639938354
0.9173290729522705,0.19936999678611755,0.9240506291389465,0.21550863981246948
0.9109697937965393,0.22330500185489655,0.9367088675498962,0.19606752693653107
0.9220985770225525,0.1866709440946579,0.9556962251663208,0.17116104066371918
0.9379968047142029,0.16971300542354584,0.9240506291389465,0.20514866709709167
0.9268680214881897,0.20060843229293823,0.9303797483444214,0.17793959379196167
0.9364069700241089,0.1717621088027954,0.9556962251663208,0.18484485149383545
0.9252782464027405,0.1957324743270874,0.8987341523170471,0.2377305030822754
0.9379968047142029,0.1775439828634262,0.9430379867553711,0.16618762910366058
0.9411764740943909,0.15727612376213074,0.949367105960846,0.175302654504776
0.9443561434745789,0.15664765238761902,0.9620253443717957,0.17032530903816223
0.9491255879402161,0.1421164870262146,0.9620253443717957,0.1587316244840622
0.952305257320404,0.13352739810943604,0.949367105960846,0.16125750541687012
0.952305257320404,0.13157780468463898,0.892405092716217,0.22737519443035126
0.952305257320404,0.14559853076934814,0.949367105960846,0.16323278844356537
0.953895092010498,0.1420016884803772,0.9556962251663208,0.1564965546131134
0.9459459185600281,0.14453133940696716,0.9367088675498962,0.18131162226200104
0.952305257320404,0.13387149572372437,0.9620253443717957,0.13489589095115662
0.9602543711662292,0.11388245970010757,0.9303797483444214,0.17599287629127502
0.953895092010498,0.128449484705925,0.9620253443717957,0.13564729690551758
0.9602543711662292,0.10801513493061066,0.9620253443717957,0.12655039131641388
0.952305257320404,0.10810712724924088,0.9556962251663208,0.1512363702058792
0.9666136503219604,0.10476705431938171,0.9303797483444214,0.17611946165561676
