source_id,true_cluster,mass_msun,evolved,phot_g_mean_mag,bp_rp,parallax,parallax_error,pmra,pmdec,g_mag_error,parallax_over_error,abs_G,gmm_label,gmm_cluster_name
SIM-Pleiades-0000,Pleiades,0.3968306143421821,False,14.518752269285176,1.1368109342142465,7.217272482457609,0.0727694673062526,20.91147817055049,-43.85015083196542,0.0012589822435417,99.17995485776322,8.810617779558065,0,Pleiades
SIM-Pleiades-0001,Pleiades,0.291659782864393,False,16.054443361717023,1.486412918407101,7.473478953284216,0.142833824949424,20.56702418352816,-44.95057765341391,0.0033326532276915,52.32289309573904,10.422057440737069,0,Pleiades
SIM-Pleiades-0002,Pleiades,0.2035915740658967,False,18.051910797186657,2.00133247867564,7.180847477765983,0.4599205389706113,20.02663248823777,-44.45973174308326,0.0127976161691183,15.613235046728008,12.33278930892579,0,Pleiades
SIM-Pleiades-0003,Pleiades,0.1566985008302245,False,19.58556644594797,2.331719807740638,7.421070912392117,1.0723470845112315,19.687989150948937,-46.06117625819164,0.0324115694837077,6.9204001387056415,13.93789935359844,0,Pleiades
SIM-Pleiades-0004,Pleiades,0.481362608062734,False,13.570717320586414,0.9356140736478148,7.205824109271194,0.0585677556039512,19.754163020505025,-46.30789584241381,0.000785591853465,123.03398064284133,7.859135605560494,0,Pleiades
SIM-Pleiades-0005,Pleiades,0.2916301654464687,False,16.01644721324935,1.4850477878469537,7.518738097056162,0.1408176627523045,19.98526338409648,-46.07368359482662,0.0032738484969422,53.39343055481239,10.397171999005163,0,Pleiades
SIM-Pleiades-0006,Pleiades,0.3737354057256145,False,14.736030737719137,1.1985572980643615,7.621196516624119,0.0760413626300885,18.86618194752122,-45.8154258152711,0.0013680454210029,100.22435491718186,9.14614653915062,0,Pleiades
SIM-Pleiades-0007,Pleiades,0.4401256769205831,False,13.92733953164264,1.02361983495207,7.437610246494689,0.0638928657988516,18.574500660493936,-43.86034362311519,0.0009630955266283,116.40752302314746,8.284506612948821,0,Pleiades
SIM-Pleiades-0008,Pleiades,0.3271919931565433,False,15.41367389036845,1.345122706774036,7.4310925477551715,0.105080480613208,19.963019807389173,-44.34174153162295,0.0022315140178852,70.71810582127397,9.768937240853084,0,Pleiades
SIM-Pleiades-0009,Pleiades,0.1827968736903031,False,18.69826780913364,2.1778920326119917,7.233771183892202,0.6153438885206908,20.5788020554273,-45.64617372668965,0.0174603166556207,11.75565617671519,12.995091645095867,0,Pleiades
SIM-Pleiades-0010,Pleiades,0.4868021866841814,False,13.379153599073405,0.9210802492498188,7.744118195951281,0.0556678247410182,18.9718219556854,-45.67164429661535,0.0006889274913672,139.11300166620515,7.824013463303455,0,Pleiades
SIM-Pleiades-0011,Pleiades,0.2026646394627054,False,18.1084178014122,1.9615368471233847,7.059289155202498,0.4819773956207427,19.914458833263403,-46.82093214731145,0.0134593218686222,14.646515001208263,12.352222658288918,0,Pleiades
SIM-Pleiades-0012,Pleiades,0.3037475992437931,False,15.839916953671198,1.4405558294670613,7.345571146816502,0.1304477835001717,20.556335844569823,-45.63505815995445,0.0029713936854216,56.31043280092861,10.170044801319078,0,Pleiades
SIM-Pleiades-0013,Pleiades,0.2861454123780539,False,16.084393723104014,1.522728800020058,7.740981957436901,0.145186807598215,19.437545946634515,-45.9416097833666,0.0034012818882812,53.317392161821125,10.528373999158426,0,Pleiades
SIM-Pleiades-0014,Pleiades,0.2928713240718501,False,16.09662649410952,1.483879979776365,7.260371716591566,0.145873336120233,21.334231652634347,-45.946461499206364,0.0034213056368401,49.77175342454195,10.40142077552453,0,Pleiades
SIM-Pleiades-0015,Pleiades,0.270644307353502,False,16.455062626883528,1.6041607403619151,7.236028054425979,0.1670624071412251,18.606580131589705,-45.19468182552363,0.0040393202082857,43.313323315813655,10.752563836740856,0,Pleiades
SIM-Pleiades-0016,Pleiades,0.4969502758307366,False,13.408364907919822,0.9027557210808924,7.348506025513789,0.0561306120984683,18.965926799816824,-44.05966569962958,0.0007043537366156,130.91797418176233,7.739360181010817,0,Pleiades
SIM-Pleiades-0017,Pleiades,0.2600503283321452,False,16.681723837340375,1.6398449403870563,7.3972873715190275,0.1811408016065129,18.731204914947064,-43.866093512027874,0.0044499400468566,40.83722334180649,11.027086290347503,0,Pleiades
SIM-Pleiades-0018,Pleiades,0.3643362679579759,False,14.876315885893195,1.2300760228913834,7.495499969145488,0.0781284136108786,20.60488413156593,-45.73842509435347,0.0014376137870292,95.93820765998267,9.250318919445876,0,Pleiades
SIM-Pleiades-0019,Pleiades,0.2576520688848208,False,16.82990219243738,1.6533678359999808,7.123024530710956,0.1893983538760761,19.11347021035335,-45.41881470027479,0.0046907853213855,37.60869292122556,11.093224392423641,0,Pleiades
SIM-Pleiades-0020,Pleiades,0.4983175467852377,False,13.40922345947706,0.8987682710571422,7.297456313689853,0.056142455106508,20.359722072542045,-45.246888203167295,0.0007047485035502,129.9810686911684,7.725080978270487,0,Pleiades
SIM-Pleiades-0021,Pleiades,0.484806768282233,False,13.557916443446004,0.9262816964616684,7.118896662793324,0.058364537645797,20.00775384236501,-45.95061822263421,0.0007788179215265,121.97298136749613,7.819979887478981,0,Pleiades
SIM-Pleiades-0022,Pleiades,0.2290960841558402,False,17.393672493534886,1.8178184003833116,7.12794406797775,0.3012093996279155,19.70160973904552,-44.485944501100086,0.0080362819888374,23.664414446504367,11.65849390949272,0,Pleiades
SIM-Pleiades-0023,Pleiades,0.2112272722920628,False,17.903500978271843,1.965185162000955,7.421320012844616,0.4227231540941811,19.999475757884547,-45.07216409470789,0.0116816946228254,17.555981831057153,12.25590677374242,0,Pleiades
SIM-Pleiades-0024,Pleiades,0.4117903652973678,False,14.219163466864996,1.0950348797551654,7.672192727286543,0.0682477098016719,18.80523987772224,-45.342909604476695,0.001108256993389,112.41685251537325,8.643760986261038,0,Pleiades
SIM-Pleiades-0025,Pleiades,0.3782713554723254,False,14.73388147597545,1.1880472454919684,7.258863144488933,0.0759941530374572,20.57955238049465,-44.92854609486352,0.0013664717679152,95.51870577347009,9.038224518362819,0,Pleiades
SIM-Pleiades-0026,Pleiades,0.3285644842280367,False,15.354302541058184,1.3400678321476795,7.699386697692898,0.1012559449088784,19.19836585033413,-45.84424670671721,0.0021199650598422,76.03886077624064,9.78658320301425,0,Pleiades
SIM-Pleiades-0027,Pleiades,0.2330701395320134,False,17.300397131148856,1.7877315878079096,7.727645399351437,0.2787827780718784,19.17058463350245,-45.689225005836455,0.0073634833421563,27.71923521530811,11.740633057503947,0,Pleiades
SIM-Pleiades-0028,Pleiades,0.2280992468585314,False,17.405410870884726,1.821150160690368,6.966963983051963,0.3018411155921681,20.419397216263203,-44.37538225962188,0.008055233467765,23.081560540166304,11.62062869777731,0,Pleiades
SIM-Pleiades-0029,Pleiades,0.1718110853588483,False,19.03675736705061,2.3181675145654657,8.400771926710753,0.7482738895854616,19.372578299184237,-43.70232828104017,0.0216091296528487,11.226867653186083,13.658353337900543,0,Pleiades
SIM-Pleiades-0030,Pleiades,0.3023198624784606,False,15.870108038678593,1.4580455591186656,7.504632467043735,0.1320477557026086,21.2009214389771,-45.47300694880789,0.003018059541326,56.83271500611715,10.246755178175087,0,Pleiades
SIM-Pleiades-0031,Pleiades,0.1631974555733546,False,19.500763165994293,2.3399752093519286,6.7241312649213,0.9673363012744788,22.23690614904896,-47.94155822009967,0.0289112100424826,6.951182599125211,13.63894408057696,0,Pleiades
SIM-Pleiades-0032,Pleiades,0.2004023110629878,False,18.172076782989414,2.022973184422729,7.382952032920208,0.487868119475271,18.83268295072844,-41.65140619402604,0.0136360435842581,15.133089739212679,12.51322701707943,0,Pleiades
SIM-Pleiades-0033,Pleiades,0.3141553415456732,False,15.6480501765542,1.402071883731617,7.35388761509543,0.1188433300845668,19.981842528796648,-45.09137967323007,0.0026329304607998,61.878841747892245,9.980635119205598,0,Pleiades
SIM-Pleiades-0034,Pleiades,0.1522461686846068,False,19.83354915146725,2.4030026041335546,8.391580866748495,1.1873863325847822,19.656827146026565,-44.53005293905674,0.0362462110861594,7.0672708927692796,14.452768071839417,0,Pleiades
SIM-Pleiades-0035,Pleiades,0.3965893904264806,False,14.440962132209885,1.1350056382651277,7.400136383255931,0.0716257157452037,21.58281146923485,-46.39541547153478,0.0012208571915067,103.31675301620241,8.787160751101029,0,Pleiades
SIM-Pleiades-0036,Pleiades,0.1615170172955199,False,19.50436319758206,2.330666450822757,7.893351884661192,0.9969953704443412,21.26966287986232,-45.52537159624914,0.029899845681478,7.917139957373404,13.990670517741021,0,Pleiades
SIM-Pleiades-0037,Pleiades,0.2670431266213512,False,16.55333405729822,1.609636755126814,7.550402434730792,0.1731209748655361,19.30379822068461,-44.97348672087125,0.0042160284335781,43.613446843140906,10.943184557513755,0,Pleiades
SIM-Pleiades-0038,Pleiades,0.2743670659661508,False,16.42058882161021,1.5768724766008937,6.9644854081136005,0.165220874414925,19.35690695242814,-45.28032248204398,0.0039856088371019,42.152575652295866,10.635033985587508,0,Pleiades
SIM-Pleiades-0039,Pleiades,0.1902930029694464,False,18.50323786540341,2.082653401079173,7.361929933529714,0.5869384516391996,19.78470226453416,-44.79762384889054,0.0166081535491759,12.542933442117045,12.838196264272177,0,Pleiades
SIM-Pleiades-0040,Pleiades,0.4693620413174914,False,13.632111096453636,0.9608783520872024,7.40214019079584,0.0594775934121241,19.213007057951028,-46.82124510365218,0.0008159197804041,124.45258400934165,7.978897626642302,0,Pleiades
SIM-Pleiades-0041,Pleiades,0.2157936364811382,False,17.770657385705945,1.879010362913026,7.070081501586472,0.3912643319580915,20.40168836548397,-44.284785094701405,0.0107379299587427,18.069833930949144,12.017779486858233,0,Pleiades
SIM-Pleiades-0042,Pleiades,0.2609080421727708,False,16.66685622663539,1.637898351585866,7.422734928876796,0.1802048139061868,19.35003431733432,-45.51131197490514,0.0044226404055971,41.19054739981038,11.019675985965172,0,Pleiades
SIM-Pleiades-0043,Pleiades,0.4147351775764024,False,14.15056450506659,1.087313523851289,7.680393690934368,0.0672506481287649,19.054638073964963,-45.908949491209626,0.0010750216042921,114.20549696753419,8.577481916043293,0,Pleiades
SIM-Pleiades-0044,Pleiades,0.3144868291460561,False,15.650883929682248,1.3924058359737734,7.202454836044634,0.1189151996962779,21.401072809267937,-45.60793305765569,0.0026350266578081,60.56799176590101,9.938286647979318,0,Pleiades
SIM-Pleiades-0045,Pleiades,0.2267861018716027,False,17.42915962373657,1.8390854229134492,7.184077614707002,0.3118647779444437,19.58782020002974,-44.85622132543293,0.0083559433383333,23.035873631060667,11.711014702122508,0,Pleiades
SIM-Pleiades-0046,Pleiades,0.1655656776941531,False,19.284055593143847,2.3426307390515757,7.506612493738911,0.8559928708847977,19.131966298265848,-45.08123024656849,0.0251997623628265,8.769480154641586,13.661275579646016,0,Pleiades
SIM-Pleiades-0047,Pleiades,0.4692467945014444,False,13.594280527951144,0.96195924617385,7.493665526660849,0.0589204163258811,18.74987561481712,-45.77225163589375,0.0007973472108627,127.18283396394158,7.967752052092811,0,Pleiades
SIM-Pleiades-0048,Pleiades,0.2891599525132312,False,16.023476149947548,1.5046573148749145,7.433369057749463,0.1416466048565127,19.48305667150037,-45.17318305781418,0.0032980259749816,52.47827200150281,10.379404627607649,0,Pleiades
SIM-Pleiades-0049,Pleiades,0.2865411128248379,False,16.179072547230223,1.520330265101271,7.647207455985745,0.1507162382877747,18.78448008177799,-43.26239358709814,0.00356255695006,50.73910776212656,10.596586907399239,0,Pleiades
SIM-Pleiades-0050,Pleiades,0.2918726108022073,False,15.975201676158798,1.4969565313848905,7.822788370572881,0.1386769924888827,18.630310974776712,-44.86156538575017,0.0032114122809257,56.410138626275796,10.442009583469963,0,Pleiades
SIM-Pleiades-0051,Pleiades,0.1749631304281983,False,18.967584453691465,2.162095352332509,8.245571527440843,0.694574188990418,19.880077421578235,-45.1877737409468,0.0198372256697125,11.871405039432863,13.548688270641728,0,Pleiades
SIM-Pleiades-0052,Pleiades,0.2789007498258002,False,16.349336272384758,1.5529680363931424,7.196284559413848,0.1612163685240718,19.6380611826802,-44.22471177867269,0.0038688107486187,44.63743120686498,10.634877912997872,0,Pleiades
SIM-Pleiades-0053,Pleiades,0.2799621350858705,False,16.31970266835023,1.5360944192783792,6.881720064688341,0.159356291080657,19.38296862777045,-44.54344172359069,0.0038145584898524,43.184489410620195,10.508187680194856,0,Pleiades
SIM-Pleiades-0054,Pleiades,0.2861284630055482,False,16.110046114018978,1.5200472284541309,7.475779114789336,0.1468759536438004,20.459145954161503,-46.21751462357635,0.0034505486479441,50.89859115345317,10.478328418480377,0,Pleiades
SIM-Pleiades-0055,Pleiades,0.1818119683541892,False,18.696460960644348,2.183009043883858,7.807803826753108,0.6271273942757662,18.54537887464629,-43.0203850848682,0.0178138218282729,12.450108061010308,13.159105425773518,0,Pleiades
SIM-Pleiades-0056,Pleiades,0.3363217808391334,False,15.249006711862386,1.3220265821835968,7.500175222553669,0.0950791771824279,20.061561473023332,-46.42715490899064,0.0019398093344874,78.88346791393792,9.62436376035371,0,Pleiades
SIM-Pleiades-0057,Pleiades,0.1611207437447527,False,19.47049567919308,2.243021673120354,6.625603492201025,1.0088058983806492,21.297885427577537,-45.195213610891,0.0302935299460216,6.567768391160823,13.57662288951734,0,Pleiades
SIM-Pleiades-0058,Pleiades,0.2119240914772337,False,17.868171703812582,1.957344320333111,7.447037801343411,0.4140534195240792,19.5896971774102,-44.00689536092111,0.0114216025857223,17.98569327093875,12.228089495503703,0,Pleiades
SIM-Pleiades-0059,Pleiades,0.1674026611839453,False,19.293062083954148,2.306210994620057,9.053385838340056,0.8761706239561221,17.693703034248124,-45.40085440219424,0.0258723541318707,10.332902736982701,14.07711723186386,0,Pleiades
SIM-Pleiades-0060,Pleiades,0.3535026188982318,False,15.14041825564522,1.266421020887102,7.083249617250655,0.0883839069842595,18.94704977633764,-45.83079081753379,0.0017445306203742,80.14184775190044,9.391580989756719,0,Pleiades
SIM-Pleiades-0061,Pleiades,0.2599350365541699,False,16.695826945907566,1.637254479170582,7.376373101972022,0.1812829892815833,20.124231714005216,-46.1424883468782,0.0044540871873795,40.68982495933166,11.035041323465704,0,Pleiades
SIM-Pleiades-0062,Pleiades,0.2493025721263913,False,16.85298130622368,1.6953892520868583,7.456265129539283,0.1909927678712456,19.783009505090742,-44.32007015989601,0.0047372890629113,39.03951554105856,11.215588017444135,0,Pleiades
SIM-Pleiades-0063,Pleiades,0.1617331945822983,False,19.400958547666196,2.454150791829575,9.004195150401666,0.940871868833078,20.48271627110081,-44.35063612536131,0.0280290622944359,9.570054593692095,14.173183042738275,0,Pleiades
SIM-Pleiades-0064,Pleiades,0.2423284457987707,False,17.105471386406506,1.7353019704467438,7.327456758779641,0.22806956273362,18.205070984679843,-45.918255036181854,0.0058420868820086,32.128165946185206,11.43023770757552,0,Pleiades
SIM-Pleiades-0065,Pleiades,0.1895234911595748,False,18.456296534980424,2.082702795935832,7.551594123798393,0.5609371668517074,20.320049263234573,-44.423745505678326,0.0158281150055512,13.462459915398647,12.846489734245898,0,Pleiades
SIM-Pleiades-0066,Pleiades,0.2068062219803429,False,18.014354617274286,1.9547598614095996,7.171783414829573,0.452128759582316,19.79929531027299,-45.858331828737455,0.0125638627874694,15.862258842934443,12.29249044506252,0,Pleiades
SIM-Pleiades-0067,Pleiades,0.2293012313039269,False,17.383864872211177,1.8282749013401465,7.259892254055268,0.2939249756121239,20.280340460002325,-45.22469197376344,0.0078177492683637,24.699814090095344,11.68851574856531,0,Pleiades
