kepmag,sigma,anchor,label,t0,period,rp_rs,b,a_rstar,id,depth_ratio,shape,dur,n_transits_found,bls_period,bls_duration,bls_t0,bls_power,bls_depth,bls_depth_err,bls_snr,bls_odd_even_mismatch
13.821770123928726,8.554425309821814e-05,Kepler-10b,planet,0.2129385924455404,0.8139476903720756,0.0203243743598783,0.3281943215280245,3.444237036827336,SIM-PL-0000,,,,8,12.209758131776482,0.09,0.20900000000000002,2.622361917008151e-06,0.00040484270996654637,0.17742172072922877,0.0022818103009179746,0.09585388115660787
15.736010257773852,0.0002236010257773,Kepler-90b,planet,1.792417790143306,7.146104505360234,0.0149706884363241,0.5019206924654847,13.008981802595432,SIM-PL-0001,,,,13,7.151793160967474,0.09,1.753,1.4437846150077718e-06,0.00022312704089721969,0.13217871058843939,0.0016880709450401827,0.20859823912942185
11.680455775780956,3.680455775780956e-05,Kepler-90i,planet,5.173204454758689,14.12105367028222,0.0221999289145976,0.3891002090529046,20.48527507024387,SIM-PL-0002,,,,7,14.12885738115096,0.16,5.148000000000001,4.1791830070732984e-06,0.0003863373344202836,0.13448743243314124,0.0028726649578379483,0.14903798564091117
11.414792828875196,3.414792828875196e-05,TRAPPIST-1b,planet,0.236203616054925,1.4740354716807214,0.0866760989233691,0.1410252485201828,45.03998421442893,SIM-PL-0003,,,,10,8.843202668890743,0.02,1.714,9.5389112288711e-05,0.0046040830258157195,0.3336740682737929,0.013798144547564556,0.6015068426480025
14.379390971588306,0.0001127634582952,TRAPPIST-1e,planet,4.8455194630999765,6.260716577046824,0.0631967775522205,0.3700047019261935,118.12513077670398,SIM-PL-0004,,,,5,18.780233527939952,0.02,11.11,4.631466869339891e-05,0.004304168616278581,0.4474673913296483,0.009618954810290766,0.0006491689496184226
14.72453615131974,0.0001334721690791,Kepler-452b,planet,237.6266300285467,385.9060181767334,0.0151067195053467,0.5526300404242247,200.92918946652213,SIM-PL-0005,,,,8,11.429107589658049,0.02,3.8499999999999996,2.2498764946790648e-07,0.0002371643151215519,0.35387458383743353,0.0006701931304297989,0.48878565291201925
11.945702876207658,3.945702876207658e-05,HAT-P-7b,planet,1.3076556569611844,2.1460895734086063,0.0892753921363631,0.5434036239755841,3.804746418396207,SIM-PL-0006,,,,42,2.1426188490408675,0.16,1.3820000000000001,0.004295726201177546,0.005094707994963366,0.05715213277289963,0.0891429199188026,0.009966723851229696
12.284409071290858,4.711022678227144e-05,Kepler-10b,planet,0.6937877562528022,0.828070347964073,0.0245935078037757,0.3216311970413382,3.483962924483351,SIM-PL-0007,,,,54,1.6547122602168476,0.09,1.559,2.165793169634361e-05,0.00042932833932518566,0.0670439966816869,0.006403680576555737,0.014495507226552587
14.418947988060722,0.0001151368792836,Kepler-90b,planet,6.797076175483774,6.81316374211865,0.0164049572782896,0.5128570464759384,12.60171389054072,SIM-PL-0008,,,,14,6.810258548790659,0.09,6.787,1.4426613170175109e-06,0.00022343767699439798,0.12998694004948783,0.0017189240465952363,0.1071761208971552
12.233996679059484,4.584991697648709e-05,Kepler-90i,planet,8.691539029297658,14.465061552967097,0.0217391079540251,0.4235574367230538,20.81663791522304,SIM-PL-0009,,,,6,14.470391993327775,0.16,8.68,3.78743566867647e-06,0.0003972528408056064,0.14512973002993387,0.002737225796007962,0.04726824858107928
15.009889783012053,0.0001509889783012,TRAPPIST-1b,planet,0.2386841242394824,1.4918583414917244,0.0773210357332154,0.1484725214091423,45.40231503410575,SIM-PL-0010,,,,61,1.492076730608841,0.02,0.232,0.0003218905241869873,0.003303262507397542,0.13106882771980585,0.02520250287474254,0.15102014976251144
15.5829568690618,0.0002082956869061,TRAPPIST-1e,planet,0.7193406294950796,6.176770787571368,0.0693308222856671,0.3226842613214662,117.06684933933084,SIM-PL-0011,,,,15,6.175979983319434,0.02,0.716,7.914276504463282e-05,0.0032484409603097397,0.25863922698323705,0.012559738127118197,1.1747251812795947
15.122449355653506,0.0001622449355653,Kepler-452b,planet,312.85233232544823,379.05295390783976,0.0142251131965016,0.6139909472718275,198.5433086606538,SIM-PL-0012,,,,109,0.8252710592160134,0.3,0.668,3.842136097127938e-07,2.1908149915983444e-05,0.031316688444238294,0.000699567898278662,0.459437085836196
12.719682377379025,5.799205943447557e-05,HAT-P-7b,planet,0.3107747828486691,2.1793260620769144,0.0797887601649039,0.5272387256665556,3.8439284526438384,SIM-PL-0013,,,,42,2.1751459549624688,0.23,0.397,0.0024188586156406702,0.003198082548969694,0.048664462860623314,0.06571700088685067,0.0013764693998186155
14.00572029961344,9.03432179768064e-05,Kepler-10b,planet,0.0188885957844114,0.847399737461756,0.0212543376069609,0.3094819217298095,3.537970867299315,SIM-PL-0014,,,,18,5.086321934945788,0.09,2.549,5.677612746021288e-06,0.0003767496763771305,0.11283173414868812,0.0033390400246853863,0.018149307128346892
10.028932264339666,2.0289322643396654e-05,Kepler-90b,planet,1.5576270427508392,7.127661128073594,0.0155665263688636,0.527940337652927,12.986588913942024,SIM-PL-0015,,,,13,7.135529608006673,0.16,1.52,1.3979070732610565e-06,0.00016637706627820048,0.10066338150342667,0.0016528062518199515,0.11008653176677874
13.327599524606264,7.318998811515657e-05,Kepler-90i,planet,1.0273106480877598,14.324345393443206,0.0227311325582748,0.4159920783287168,20.681415203890516,SIM-PL-0016,,,,7,14.324020016680569,0.16,1.038,5.4064941258163615e-06,0.0004433957446720038,0.13568895328998806,0.003267736495279754,0.007703271997262551
14.724511012616832,0.000133470660757,TRAPPIST-1b,planet,0.2627593706533367,1.5435606048359798,0.0930067837509678,0.1177614430569397,46.445331157770255,SIM-PL-0017,,,,20,4.63094245204337,0.02,1.806,0.0002468325245943195,0.0050972905557689074,0.2299116555987761,0.022170648732417034,0.18823205792311634
13.456338110249035,7.640845275622588e-05,TRAPPIST-1e,planet,1.0155309033148592,6.118493455573264,0.0652499389384256,0.3161651570248455,116.32934240588382,SIM-PL-0018,,,,5,18.357381150959135,0.02,1.012,5.197945127642257e-05,0.0045598004902153155,0.4474673913296483,0.01019024085010056,0.0047157166409804345
13.189864686179972,6.974661715449933e-05,Kepler-452b,planet,261.06135104101986,396.12147509837536,0.0142245505578336,0.6159715761438077,204.4596390731653,SIM-PL-0019,,,,17,5.297748123436198,0.09,0.631,6.362437883739066e-08,4.146779239866394e-05,0.11723563460403424,0.0003537132079228492,0.5452180851578602
13.881004862074828,8.70251215518707e-05,HAT-P-7b,planet,0.7420269286201907,2.1428059886181168,0.0760615376264089,0.5008040074396566,3.800864506653742,SIM-PL-0020,,,,42,2.1426188490408675,0.16,0.746,0.0041405207059548,0.005009397656861814,0.057231644719463896,0.08752845879961525,0.007347875702214595
14.331274327732618,0.0001098764596639,Kepler-10b,planet,0.4767843782378281,0.8327298207233097,0.0230254002714789,0.2563998988855108,3.4970199828483275,SIM-PL-0021,,,,27,3.3298582151793163,0.09,1.323,1.1365755546837595e-05,0.0004316524776061259,0.09181494794314511,0.0047013311805548215,0.0543004713422458
15.343853203285718,0.0001843853203285,Kepler-90b,planet,2.7063314627212245,7.174621365409182,0.0174434413522792,0.4745535079762849,13.04356745387766,SIM-PL-0022,,,,13,7.168056713928274,0.16,2.746,2.7482104125038545e-06,0.0002321346132665436,0.10018034607866344,0.0023171672124616864,0.028581061054135323
10.049559713241903,2.049559713241905e-05,Kepler-90i,planet,8.58196426839479,14.807837563790113,0.0242792250902302,0.3881341101159745,21.14421138661325,SIM-PL-0023,,,,6,14.811926605504588,0.16,8.57,6.020319835112566e-06,0.000500845944174988,0.14512973002993387,0.003451022365105244,0.012686154125756991
13.954685211957392,8.88671302989348e-05,TRAPPIST-1b,planet,0.1285242220247591,1.487368437283596,0.0837080431432395,0.1307905044956514,45.31117392549654,SIM-PL-0024,,,,5,19.333194328607174,0.02,4.59,0.00015021460373272936,0.007751505756502519,0.4474673913296483,0.017323062879440083,0.008075005341309558
11.223744579680812,3.223744579680812e-05,TRAPPIST-1e,planet,3.3442606241490767,5.943790233710237,0.0655117914088934,0.2999308321255774,114.1042767538242,SIM-PL-0025,,,,8,11.884487072560468,0.02,3.3539999999999996,4.5320780594513656e-05,0.003366035523970301,0.35387458383743353,0.009511944846303582,0.5859347801053346
15.58926179019733,0.0002089261790197,Kepler-452b,planet,327.35432225774395,389.4490869760503,0.0126654400219842,0.6060079709867497,202.1571585835899,SIM-PL-0026,,,,9,9.282318598832362,0.02,7.7459999999999996,6.127225238443405e-07,0.0003689994049511647,0.3336740682737929,0.0011058677914652507,0.09129172362702014
12.331621718003433,4.829054295008582e-05,HAT-P-7b,planet,0.9563441910331606,2.20285391107032,0.0775489281783414,0.4365943492738782,3.871544762161008,SIM-PL-0027,,,,81,1.1017514595496247,0.16,0.946,0.0027510730689600097,0.0029436027360347783,0.04289258680485996,0.0686273073113243,1.6449575737608986
15.98534794206052,0.000248534794206,Kepler-10b,planet,0.531175777043257,0.8505221174093829,0.0237151112538554,0.3304449110993177,3.5466563521489327,SIM-PL-0028,,,,53,1.7035029190992494,0.16,0.456,1.3822982565945879e-05,0.0002581022732370819,0.05157532469662101,0.005004375149459634,0.09186577408610289
12.356572197192262,4.891430492980656e-05,Kepler-90b,planet,5.08130508779825,6.942408462674434,0.0149076723672556,0.5097243195765058,12.760582673523327,SIM-PL-0029,,,,13,6.940366972477065,0.16,5.098,1.475682361752784e-06,0.00017094277670004487,0.10066338150342667,0.001698162471267924,0.0040100261307385015
14.022220532012522,9.133323192075132e-05,Kepler-90i,planet,10.898395511557544,14.34478273198313,0.0210028901808982,0.4303936539774375,20.701082077666424,SIM-PL-0030,,,,6,14.34028356964137,0.16,10.91,3.366959368984674e-06,0.00037455303190303546,0.14512973002993387,0.002580815328642737,0.006098263438537691
13.11155724590703,6.778893114767572e-05,TRAPPIST-1b,planet,0.838615111211106,1.5265344116551995,0.0882219820366765,0.1204013973552618,46.10315772518716,SIM-PL-0031,,,,30,3.053377814845705,0.02,0.8360000000000001,0.0002817375487031779,0.004407967306211957,0.18630906881569873,0.023659435014258063,0.18157069094436604
14.883314344052785,0.0001429988606431,TRAPPIST-1e,planet,1.8488720457913692,5.990026313093451,0.0712657292965635,0.3344947892532722,114.69524848961107,SIM-PL-0032,,,,8,11.982068390325272,0.02,1.84,6.904730068019897e-05,0.004441598833116789,0.37826487059409347,0.0117420336341065,0.30219866716922705
15.90442555096683,0.0002404425550966,Kepler-452b,planet,51.03731970688032,392.2890300672162,0.0131812694701941,0.663791670830875,203.1387491367664,SIM-PL-0033,,,,95,0.9553794829024187,0.3,0.32999999999999996,8.892029012896225e-07,3.583360867831509e-05,0.03244548491450929,0.0011044251233332826,0.11329042133524041
14.970317439716744,0.000148219046383,HAT-P-7b,planet,1.3429417999929965,2.2415000891294943,0.0840187318302736,0.5591701574206076,3.916694163389748,SIM-PL-0034,,,,40,2.2402001668056712,0.16,1.366,0.004849582455365215,0.005566663930814175,0.058643233232093694,0.09492423292526965,0.007423150412200236
15.381886419382452,0.0001881886419382,Kepler-10b,planet,0.2347054905053593,0.8387157076644712,0.0232492746882105,0.3210191779437257,3.513758319114743,SIM-PL-0035,,,,36,2.516680567139283,0.09,0.22699999999999998,1.551524709463049e-05,0.0004417695562313195,0.08077501032960434,0.0054691364869984965,0.03888801770002203
15.554699951160812,0.000205469995116,Kepler-90b,planet,1.0108961818802775,7.174487231701234,0.0165230016692181,0.4931993154719423,13.043404881998256,SIM-PL-0036,,,,13,7.168056713928274,0.16,1.05,2.399779810560435e-06,0.00021692050638255633,0.10018034607866344,0.0021653000301299257,0.179156454162002
14.98363628705906,0.0001490181772235,Kepler-90i,planet,9.89138562787443,14.11550019237481,0.0225923087623324,0.3524570544278954,20.479903800587085,SIM-PL-0037,,,,6,14.11259382819016,0.16,9.906,4.476412329984014e-06,0.000431876348525706,0.14512973002993387,0.0029757951622774253,0.021252026119563134
11.305079649979032,3.3050796499790314e-05,TRAPPIST-1b,planet,0.4064063650533445,1.5258162391863517,0.0924498693875127,0.1376291124216049,46.08869681510279,SIM-PL-0038,,,,5,16.77981651376147,0.02,6.514,0.00021745160024001081,0.009326341195560195,0.4474673913296483,0.020842504674691478,0.028687203769989577
13.806741598958585,8.516853997396461e-05,TRAPPIST-1e,planet,1.556197550726118,6.184769271867493,0.0692929565379043,0.3175785979471457,117.16788977165209,SIM-PL-0039,,,,4,12.372393661384487,0.02,1.542,5.5204145166801826e-05,0.00525376746567674,0.5002269632436452,0.010502767447019425,0.07311793783844248
11.194592865823594,3.194592865823594e-05,Kepler-452b,planet,104.81375589626845,395.8193650660472,0.0134733358343366,0.5701342495861665,204.3556690095733,SIM-PL-0040,,,,7,13.803586321934947,0.09,4.867,1.2721796862878043e-08,2.9122496301825507e-05,0.1831985152046966,0.00015896687955841525,0.08580797233671668
12.73650188934445,5.841254723361123e-05,HAT-P-7b,planet,1.57984633591189,2.2519038843122603,0.0805329724755748,0.4773208121846482,3.9288042162230177,SIM-PL-0041,,,,40,2.2564637197664723,0.23,1.487,0.002549218304943978,0.0033548214488099415,0.049601271205633,0.06763579576220516,0.008705261806746018
14.664560550757123,0.0001298736330454,Kepler-10b,planet,0.5331963585802676,0.8615722263580821,0.0220989860053084,0.3130137170140385,3.577309337510218,SIM-PL-0042,,,,53,1.71976647206005,0.16,0.626,8.348798348422808e-06,0.00020180645579881418,0.0518564066039367,0.003891639799497676,0.0024702805572928794
14.488808804358504,0.0001193285282615,Kepler-90b,planet,4.745217401317967,7.208148829880864,0.0170342303950726,0.436542525538914,13.084171487207634,SIM-PL-0043,,,,56,1.6221851542952461,0.3,0.7000000000000001,5.246615795771339e-06,0.0001132603703025703,0.0387423263397418,0.002923427191990483,0.5076005632808224
15.856861073241015,0.0002356861073241,Kepler-90i,planet,6.151401670821092,14.338636450571428,0.0234954346787853,0.3750113360554237,20.69516848682374,SIM-PL-0044,,,,6,14.34028356964137,0.16,6.140000000000001,4.691527414449358e-06,0.00044213155161676454,0.14512973002993387,0.003046457479977206,0.19133133625149845
12.95415834899395,6.385395872484874e-05,TRAPPIST-1b,planet,1.483422013560498,1.545840170355429,0.0789424574360218,0.1272641583912652,46.49104759304448,SIM-PL-0045,,,,15,5.411592994161802,0.02,4.566,0.00010077089454517308,0.0036655312401736584,0.25863922698323705,0.01417237161944978,1.861402559000448
10.108646589623792,2.108646589623792e-05,TRAPPIST-1e,planet,5.4030463822852495,6.158253872173228,0.0694183159785767,0.3624647903335082,116.83276785995322,SIM-PL-0046,,,,14,6.159716430358633,0.02,5.3919999999999995,6.497251668848242e-05,0.0032907070336654076,0.28906878268849695,0.011383820151937687,0.18540191078239135
12.767635188347434,5.919087970868585e-05,Kepler-452b,planet,203.49521731083743,377.4900611021026,0.0132165444491046,0.5286792588892364,197.99718349229457,SIM-PL-0047,,,,7,13.803586321934947,0.02,6.434,4.199226938317251e-08,0.00010953442952932324,0.37826487059409347,0.0002895707163007,0.21231566109025815
14.450667007984348,0.000117040020479,HAT-P-7b,planet,1.5933514583947368,2.1933757567713044,0.0890440111873546,0.524254056665533,3.860431462460621,SIM-PL-0048,,,,41,2.19140950792327,0.16,1.6380000000000001,0.005895907101550473,0.006051490808339555,0.05788150231477708,0.10454964999750216,0.009881506809056776
11.776620908879224,3.776620908879224e-05,Kepler-10b,planet,0.5017720989936706,0.8522460150295744,0.0211119257063883,0.2847145383927481,3.5514471418482274,SIM-PL-0049,,,,53,1.7035029190992494,0.09,0.525,1.4653236286502966e-05,0.0003538945263520388,0.0671790535181027,0.0052679296271519365,0.0328708185558236
13.40045885833874,7.501147145846851e-05,Kepler-90b,planet,0.9868114480516792,7.069119795076468,0.0158139249376619,0.4952047917463317,12.915383065710326,SIM-PL-0050,,,,13,7.07047539616347,0.16,0.978,1.961420113782814e-06,0.00019611021879861745,0.10018034607866344,0.0019575717840366424,0.17908930519019867
13.432551304242065,7.581378260605162e-05,Kepler-90i,planet,2.516336982304823,14.194613191542077,0.021725269962553,0.340780544195962,20.556354835270035,SIM-PL-0051,,,,7,14.193911592994164,0.16,2.512,4.578939166359751e-06,0.00040805254413711634,0.13568895328998806,0.0030072642926579703,0.08723501079439158
11.6566905620796,3.6566905620796e-05,TRAPPIST-1b,planet,0.0174527074067183,1.4786052205121556,0.0815706352939183,0.1394804844119365,45.13302368275728,SIM-PL-0052,,,,21,4.435779816513762,0.02,0.02,0.00016688784514625873,0.004085190878603706,0.22411568961834308,0.018228045013539952,0.13121018384038893
13.764724848740972,8.41181212185243e-05,TRAPPIST-1e,planet,1.0332422781612094,6.25125820554609,0.0701885208438471,0.3363730657695967,118.00612918264224,SIM-PL-0053,,,,7,12.502502085070894,0.02,7.284,7.377082230210273e-05,0.004958858144845424,0.40852635721681824,0.012138404431549557,0.09577222680046561
11.557707962107475,3.557707962107477e-05,Kepler-452b,planet,366.5533854019317,374.1368576118125,0.015152835050065,0.6541080668599534,196.82291561992596,SIM-PL-0054,,,,7,12.079649708090075,0.02,8.39,1.9562119978664526e-08,7.476079946566738e-05,0.37826487059409347,0.00019764140230164623,0.7114263469291324
11.932939346847505,3.932939346847504e-05,HAT-P-7b,planet,0.2775044858505075,2.268048266505346,0.0844144687897337,0.5448443455118784,3.9475594776275336,SIM-PL-0055,,,,80,1.134278565471226,0.16,0.268,0.0033017229100610374,0.0032504635534325033,0.04317720015364385,0.07528194375424752,1.700254432696742
12.851935515852382,6.129838789630955e-05,Kepler-10b,planet,0.5420054014523726,0.8380782132334887,0.020909887375137,0.2712905045794627,3.51197759238333,SIM-PL-0056,,,,107,0.841534612176814,0.3,0.364,7.436286962751925e-06,9.720546992530998e-05,0.03143338513928775,0.0030924276686896015,0.0296903976581421
14.325004495037572,0.0001095002697022,Kepler-90b,planet,4.210362447050776,6.958149075801953,0.0148892748268152,0.4367492474282322,12.77986354900588,SIM-PL-0057,,,,13,6.956630525437865,0.16,4.222,1.6245378191180312e-06,0.0001784760004251984,0.10018034607866344,0.00178154705400055,0.005189069732115088
10.26939830213643,2.2693983021364306e-05,Kepler-90i,planet,3.274666016252216,14.068065675394488,0.0231012322825958,0.4470356090639797,20.43399685508704,SIM-PL-0058,,,,7,14.063803169307757,0.16,3.29,5.501399115725129e-06,0.0004472704740261513,0.13568895328998806,0.003296292462882117,0.013108387500517356
