kepmag,sigma,anchor,label,t0,period,rp_rs,b,a_rstar,id,depth_ratio,shape,dur
13.821770123928726,8.554425309821814e-05,Kepler-10b,planet,0.21293859244554045,0.8139476903720756,0.020324374359878383,0.3281943215280245,3.444237036827336,SIM-PL-0000,,,
15.736010257773852,0.00022360102577738525,Kepler-90b,planet,1.792417790143306,7.146104505360234,0.014970688436324105,0.5019206924654847,13.008981802595432,SIM-PL-0001,,,
11.680455775780956,3.680455775780956e-05,Kepler-90i,planet,5.173204454758689,14.12105367028222,0.022199928914597683,0.3891002090529046,20.48527507024387,SIM-PL-0002,,,
11.414792828875196,3.414792828875196e-05,TRAPPIST-1b,planet,0.23620361605492504,1.4740354716807214,0.08667609892336917,0.14102524852018286,45.03998421442893,SIM-PL-0003,,,
14.379390971588306,0.00011276345829529834,TRAPPIST-1e,planet,4.8455194630999765,6.260716577046824,0.06319677755222057,0.37000470192619356,118.12513077670398,SIM-PL-0004,,,
14.724536151319741,0.00013347216907918448,Kepler-452b,planet,237.6266300285467,385.9060181767334,0.015106719505346712,0.5526300404242247,200.92918946652213,SIM-PL-0005,,,
11.945702876207658,3.945702876207658e-05,HAT-P-7b,planet,1.3076556569611844,2.1460895734086063,0.08927539213636315,0.5434036239755841,3.8047464183962068,SIM-PL-0006,,,
12.284409071290858,4.7110226782271444e-05,Kepler-10b,planet,0.6937877562528022,0.828070347964073,0.02459350780377574,0.32163119704133825,3.483962924483351,SIM-PL-0007,,,
14.418947988060722,0.00011513687928364334,Kepler-90b,planet,6.797076175483774,6.81316374211865,0.016404957278289625,0.5128570464759384,12.60171389054072,SIM-PL-0008,,,
12.233996679059484,4.584991697648709e-05,Kepler-90i,planet,8.691539029297658,14.465061552967097,0.021739107954025123,0.42355743672305385,20.81663791522304,SIM-PL-0009,,,
15.009889783012053,0.00015098897830120528,TRAPPIST-1b,planet,0.23868412423948246,1.4918583414917244,0.07732103573321547,0.14847252140914236,45.40231503410575,SIM-PL-0010,,,
15.5829568690618,0.00020829568690617996,TRAPPIST-1e,planet,0.7193406294950796,6.1767707875713675,0.0693308222856671,0.32268426132146627,117.06684933933084,SIM-PL-0011,,,
15.122449355653506,0.00016224493556535061,Kepler-452b,planet,312.85233232544823,379.05295390783976,0.014225113196501639,0.6139909472718275,198.5433086606538,SIM-PL-0012,,,
12.719682377379023,5.799205943447557e-05,HAT-P-7b,planet,0.3107747828486691,2.1793260620769144,0.0797887601649039,0.5272387256665556,3.8439284526438384,SIM-PL-0013,,,
14.00572029961344,9.034321797680639e-05,Kepler-10b,planet,0.01888859578441143,0.847399737461756,0.021254337606960983,0.3094819217298095,3.537970867299315,SIM-PL-0014,,,
10.028932264339666,2.0289322643396658e-05,Kepler-90b,planet,1.5576270427508392,7.127661128073594,0.015566526368863636,0.527940337652927,12.986588913942025,SIM-PL-0015,,,
13.327599524606264,7.318998811515657e-05,Kepler-90i,planet,1.0273106480877598,14.324345393443206,0.022731132558274855,0.4159920783287168,20.681415203890513,SIM-PL-0016,,,
14.724511012616833,0.00013347066075701001,TRAPPIST-1b,planet,0.2627593706533367,1.5435606048359798,0.09300678375096783,0.11776144305693978,46.445331157770255,SIM-PL-0017,,,
13.456338110249035,7.640845275622588e-05,TRAPPIST-1e,planet,1.0155309033148592,6.118493455573264,0.06524993893842564,0.31616515702484554,116.32934240588382,SIM-PL-0018,,,
13.189864686179973,6.974661715449933e-05,Kepler-452b,planet,261.06135104101986,396.12147509837536,0.014224550557833601,0.6159715761438077,204.45963907316533,SIM-PL-0019,,,
13.881004862074828,8.70251215518707e-05,HAT-P-7b,planet,0.7420269286201907,2.1428059886181168,0.07606153762640896,0.5008040074396566,3.800864506653742,SIM-PL-0020,,,
14.331274327732618,0.0001098764596639571,Kepler-10b,planet,0.47678437823782815,0.8327298207233097,0.02302540027147898,0.2563998988855108,3.4970199828483275,SIM-PL-0021,,,
15.343853203285718,0.00018438532032857182,Kepler-90b,planet,2.7063314627212245,7.174621365409182,0.017443441352279276,0.4745535079762849,13.04356745387766,SIM-PL-0022,,,
10.049559713241905,2.049559713241905e-05,Kepler-90i,planet,8.58196426839479,14.807837563790113,0.0242792250902302,0.3881341101159745,21.14421138661325,SIM-PL-0023,,,
13.954685211957392,8.88671302989348e-05,TRAPPIST-1b,planet,0.12852422202475913,1.487368437283596,0.08370804314323955,0.13079050449565147,45.31117392549654,SIM-PL-0024,,,
11.223744579680812,3.2237445796808116e-05,TRAPPIST-1e,planet,3.3442606241490767,5.943790233710237,0.06551179140889346,0.2999308321255774,114.10427675382421,SIM-PL-0025,,,
15.58926179019733,0.000208926179019733,Kepler-452b,planet,327.35432225774395,389.4490869760503,0.012665440021984246,0.6060079709867497,202.1571585835899,SIM-PL-0026,,,
12.331621718003433,4.829054295008582e-05,HAT-P-7b,planet,0.9563441910331606,2.2028539110703202,0.0775489281783414,0.4365943492738782,3.871544762161008,SIM-PL-0027,,,
15.985347942060521,0.0002485347942060521,Kepler-10b,planet,0.531175777043257,0.8505221174093829,0.02371511125385548,0.33044491109931773,3.5466563521489327,SIM-PL-0028,,,
12.356572197192262,4.8914304929806556e-05,Kepler-90b,planet,5.08130508779825,6.942408462674434,0.014907672367255608,0.5097243195765058,12.760582673523329,SIM-PL-0029,,,
14.022220532012522,9.133323192075131e-05,Kepler-90i,planet,10.898395511557545,14.34478273198313,0.02100289018089829,0.4303936539774375,20.701082077666424,SIM-PL-0030,,,
13.11155724590703,6.778893114767572e-05,TRAPPIST-1b,planet,0.838615111211106,1.5265344116551995,0.08822198203667654,0.1204013973552618,46.10315772518716,SIM-PL-0031,,,
